,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,percent_grliving,Percent_BsmtF,YrRemMinBui,YrSoldMinRem,isNew,ylogSalePrice
41,20,RL,7.934539989873997,23.04873335596775,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,13.03111329110884,Unf,1.0,10.609735968054126,GasA,Gd,Y,SBrkr,1.0,13.941522501779879,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1.0,10.087756729969003,TA,TA,P,1.0,1.0,7,2007,WD,Normal,16.11567911801088,2.0,7.732788372480494,0.4958924570575056,0.7162962962962963,0,48,1.0,12.04355959836804
42,85,RL,1.0,20.53580373357123,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,Gd,TA,Av,ALQ,12.32179316058309,LwQ,7.512195594586373,1.0,GasA,Gd,Y,SBrkr,1.0,12.781373330676752,2,1,Gd,5,Typ,0,No,Attchd,1983.0,RFn,2.0,11.292419534723528,TA,Gd,Y,1.0,1.0,12,2007,WD,Normal,14.723797205387063,2.0,9.511219710154148,0.5127610208816705,1.0,0,24,1.0,11.87757552297847
43,20,RL,1.0,20.54435778346795,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,Gd,TA,Av,LwQ,9.864879392672357,BLQ,11.226205916995328,8.711553623733266,GasA,TA,Y,SBrkr,1.0,12.945999148311474,3,1,TA,5,Typ,0,No,Detchd,1977.0,Unf,1.0,10.087756729969003,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,14.983729217592806,2.0,8.41200462999518,0.5,0.8219616204690832,5,28,0.0,11.777218637129327
44,20,RL,6.968980585391403,19.97410109077305,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,8.861125448736068,BLQ,11.302477323271576,11.089189683419603,GasA,Ex,Y,FuseA,1.0,13.523115262762108,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,1.0,10.025890350388508,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,15.62434185357233,2.0,1.0,0.5,0.5956521739130435,0,47,1.0,11.856522261533737
45,120,RL,6.7146689026506605,19.83300281997776,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,10.78846071913494,Ex,TA,PConc,Ex,TA,No,GLQ,11.040244790550664,Unf,1.0,13.869967192359528,GasA,Ex,Y,SBrkr,1.0,14.773104453393026,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,2,2010,WD,Normal,17.01170895797585,3.0,9.848247291396309,0.5,0.2602739726027397,0,5,1.0,12.675766851909591
46,50,RL,6.285266416806648,21.882418858103875,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Ex,TA,No,GLQ,13.992053679183453,Unf,1.0,7.2917110215767,GasA,Ex,Y,SBrkr,1.0,15.408669464691888,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2.0,12.031045151827067,TA,TA,Y,1.0,1.0,8,2009,WD,Abnorml,17.08765750920879,2.5,10.770475803559007,0.5997767234161318,0.9421199442119944,0,6,1.0,12.387089184491993
47,20,FV,7.314734756825906,21.2914518853049,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.137710644618417,Unf,1.0,14.556849598572905,GasA,Ex,Y,SBrkr,1.0,14.601157000193943,3,1,Gd,7,Typ,0,No,Attchd,2006.0,RFn,3.0,12.594754271756951,TA,TA,Y,1.0,1.0,7,2007,WD,Normal,16.820873719889992,2.0,8.426427090052128,0.5,0.014492753623188406,0,1,1.0,12.428019481065613
48,190,RM,5.6477085871174175,17.84401039054842,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.281862458951347,GasA,Gd,Y,SBrkr,1.0,14.205653844855341,2,3,TA,8,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,6,2009,New,Partial,15.465576779860692,2.0,7.694190605394483,0.6636197440585009,0.0,88,1,0.0,11.635151947212842
49,20,RL,6.859551208605442,19.874758697664742,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,12.378992261536109,Unf,1.0,9.013883697367245,GasA,Ex,Y,SBrkr,1.0,12.996160097501178,3,1,TA,6,Typ,0,No,Attchd,1966.0,Unf,1.0,10.628746849475789,TA,TA,Y,1.0,1.0,1,2007,WD,Normal,15.039411253843634,2.0,1.0,0.5,0.7989528795811518,0,41,1.0,11.751950239425476
50,60,RL,1.0,22.208675699027122,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,Av,GLQ,8.897190279129997,Unf,1.0,11.792672918963946,GasA,Gd,Y,SBrkr,1.0,14.242388126529248,3,1,TA,6,Typ,0,No,Attchd,1997.0,Fin,2.0,10.641351296142753,TA,TA,Y,1.0,1.0,7,2007,WD,Normal,15.574040513907688,2.5,7.098626104970388,0.6492932862190812,0.22921914357682618,0,10,1.0,12.083910661257521
51,50,RM,6.42678077191518,19.06178179936772,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,12.561460487077868,GasA,TA,Y,SBrkr,10.459636543250584,13.58752143849926,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2.0,11.410943347638753,TA,TA,Y,1.0,10.715841640087826,9,2006,WD,Normal,14.556849598572905,1.0,7.881187323763808,0.7205882352941176,0.0,16,56,0.0,11.648338835562747
52,90,RM,7.844946025203906,20.22227648762105,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,7.732788372480494,GLQ,12.192951535258446,1.0,GasA,TA,N,SBrkr,1.0,12.561460487077868,2,1,TA,5,Typ,0,No,CarPort,1963.0,Unf,2.0,11.35226609224141,TA,TA,Y,1.0,1.0,5,2010,WD,Normal,14.556849598572905,2.0,7.7707662019989225,0.5,1.0,0,47,1.0,11.608244735642321
53,20,RL,6.914940018959451,28.148198919559814,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,1.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,14.873147428030975,Unf,1.0,5.597156711708115,GasA,Gd,Y,SBrkr,1.0,14.92718314805414,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3.0,12.812492076604793,TA,TA,Y,1.0,1.0,11,2006,WD,Normal,17.182710410589692,2.5,12.919130071867999,0.5,0.9826275787187839,6,19,0.0,12.861001210669146
54,80,RL,6.684506656824126,19.563367437240764,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,10.616086912297321,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,14.01162801044176,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2.0,11.616842895097365,TA,TA,Y,1.0,1.0,2,2007,WD,Normal,14.759085382101594,1.0,6.357203202420049,0.7798165137614679,1.0,0,52,1.0,11.775297421715827
55,20,RL,7.65495044352145,20.943359749978736,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,9.797735592116597,TA,TA,CBlock,TA,TA,No,BLQ,11.221051196470764,Unf,1.0,12.937067204936257,GasA,Gd,Y,SBrkr,1.0,14.149820472976657,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,16.319945895266102,2.0,10.75842361648199,0.5,0.34385964912280703,0,44,1.0,12.103491596905931
56,160,FV,5.137710644618417,16.07521946654451,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,11.040244790550664,Gd,TA,PConc,Gd,TA,No,GLQ,11.946836606797339,Unf,1.0,10.185444953830356,GasA,Ex,Y,SBrkr,1.0,14.750295695916941,3,1,Gd,7,Typ,0,No,Attchd,1999.0,Fin,2.0,11.169007130464756,TA,TA,Y,1.0,1.0,8,2009,WD,Abnorml,16.15330260123822,3.5,7.934539989873997,0.6419342930970838,0.6690721649484536,1,9,0.0,12.058158312538197
57,60,RL,7.426512698054021,21.487423690247535,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,12.705450805865961,GasA,Ex,Y,SBrkr,1.0,14.716697870568169,3,1,Gd,7,Typ,0,No,Attchd,2004.0,RFn,2.0,11.585005856057766,TA,TA,Y,1.0,1.0,8,2006,WD,Normal,15.994255490008962,2.5,6.968980585391403,0.6666666666666666,0.0,0,2,1.0,12.188422799337028
58,60,RL,6.859551208605442,22.15197625668993,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,13.211538234168557,Ex,TA,PConc,Ex,TA,Gd,Unf,1.0,Unf,1.0,14.118412529412476,GasA,Ex,Y,SBrkr,1.0,16.428315344841444,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,11.914147977453368,TA,TA,Y,1.0,1.0,10,2006,New,Partial,17.76331353438497,3.5,9.405230292304964,0.6762342135476463,0.0,0,0,1.0,12.991755706536901
59,20,RL,6.684506656824126,19.598237927298484,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,Av,ALQ,11.876956792114836,Unf,1.0,8.455023580313481,GasA,Ex,Y,SBrkr,1.0,12.438661292884955,2,1,TA,4,Typ,0,No,Detchd,1973.0,Unf,1.0,10.405519221765948,TA,TA,Y,1.0,1.0,1,2008,WD,Normal,14.420522821140821,1.0,9.059125775508376,0.5,0.8102564102564103,0,36,1.0,11.735276702486741
60,20,RL,6.7737732204907655,21.962324662916217,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,No,ALQ,12.954906868457561,Unf,1.0,9.284573404551008,GasA,Ex,Y,SBrkr,1.0,13.543063139022069,3,1,Gd,5,Typ,0,No,Detchd,2006.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,5,2006,New,Partial,15.646483555807425,2.5,6.357203202420049,0.5,0.812607944732297,0,2,1.0,11.970356641102999
61,75,RM,6.684506656824126,19.598237927298484,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,BrkTil,TA,Fa,No,Unf,1.0,Unf,1.0,11.420612667160878,GasA,TA,N,SBrkr,1.0,13.424147889890671,3,1,Fa,6,Typ,0,No,Detchd,1935.0,Unf,1.0,9.930417557876343,TA,TA,N,1.0,1.0,3,2007,WD,Normal,14.573529337804263,1.0,8.39749795772246,0.6770262035344302,0.0,76,11,0.0,11.522885696764481
62,120,RL,6.133567292834429,19.180218946652573,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,8.848990272211784,Gd,TA,PConc,Gd,Gd,Mn,GLQ,5.137710644618417,Unf,1.0,13.981131144325028,GasA,Ex,Y,SBrkr,1.0,14.033248644718197,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,11.189934126006927,TA,TA,Y,1.0,1.0,10,2007,WD,Normal,16.19056202351745,2.0,8.73710005749876,0.5,0.017518248175182483,0,1,1.0,12.218500103788143
63,70,RM,6.357203202420049,20.99213655728145,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,11.634887347225343,GasA,Gd,Y,SBrkr,1.0,14.698887979000148,3,1,TA,9,Typ,0,No,Detchd,1990.0,Unf,2.0,11.169007130464756,TA,TA,Y,1.0,1.0,4,2010,WD,Normal,15.604860250347413,2.0,7.382450834594188,0.7480314960629921,0.0,29,60,0.0,11.849404844423074
64,60,RL,1.0,20.618539077005558,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.621364021794726,TA,TA,PConc,Gd,TA,No,GLQ,12.292802622125064,Unf,1.0,10.163203154449782,GasA,Ex,Y,SBrkr,1.0,15.235600909805832,3,1,Gd,8,Typ,0,No,Attchd,1998.0,RFn,2.0,11.930535303772125,TA,TA,Y,1.0,1.0,2,2009,WD,Normal,16.589207835683954,3.5,11.792672918963946,0.6580394694273698,0.6991485335856197,1,11,0.0,12.299112067295642
65,60,RL,7.1236810031695965,20.708494157911648,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.35034917822932,Gd,TA,PConc,Ex,TA,Av,Unf,1.0,Unf,1.0,13.505563961983455,GasA,Ex,Y,SBrkr,1.0,15.857120810745197,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3.0,12.679743369587573,TA,TA,Y,1.0,1.0,10,2007,WD,Normal,17.118962093237133,2.5,10.343376664189085,0.6839048672566371,0.0,1,2,0.0,12.666660207428574
66,20,RL,1.0,23.759925882306476,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,9.922310255016459,TA,TA,CBlock,Gd,TA,Gd,GLQ,12.867768587390184,Unf,1.0,13.222495897661254,GasA,TA,Y,SBrkr,1.0,15.492989253483675,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,7,2010,WD,Normal,17.597869333418483,3.0,10.03369954226849,0.5312951372171401,0.46841294298921415,19,21,0.0,12.100717685412471
67,20,RL,7.02174235239564,21.1317402826389,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.711553623733266,Gd,TA,PConc,Gd,TA,Av,GLQ,13.161777471692357,Unf,1.0,10.951171656935063,GasA,Ex,Y,SBrkr,1.0,14.26061219071665,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2.0,11.552832356742508,TA,TA,Y,1.0,1.0,6,2007,WD,Normal,16.413662853817364,3.0,8.787435767854006,0.5044338335607094,0.6971782518926359,0,4,1.0,12.328294703023394
68,30,RM,6.2483574728065365,17.962572993489466,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.32179316058309,GasA,TA,Y,SBrkr,1.0,12.32179316058309,2,1,TA,4,Typ,0,No,Attchd,1945.0,Unf,1.0,9.315257068972656,TA,TA,Y,1.0,1.0,6,2010,WD,Normal,14.290777357050557,1.0,1.0,0.5,0.0,5,60,0.0,11.289794413577894
69,50,RL,7.244955797756471,22.702878328866447,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,1.0,Gd,TA,CBlock,TA,TA,No,BLQ,11.753980379053347,Unf,1.0,12.151347822781824,GasW,TA,Y,SBrkr,1.0,15.606255150327616,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2.0,12.019153728720793,TA,TA,Y,1.0,1.0,7,2006,WD,Normal,17.095268926968277,2.0,8.26296321751758,0.6368699526594264,0.4624233128834356,0,53,1.0,12.323860125621126
70,20,RL,7.5538803774442425,22.142513315957828,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,13.434432976329628,TA,Gd,CBlock,Gd,TA,Gd,ALQ,14.990324332355753,Unf,1.0,10.343376664189085,GasA,Ex,Y,SBrkr,1.0,15.515918362197791,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2.0,11.35226609224141,TA,TA,Y,1.0,1.0,2,2007,WD,Normal,17.836090334386007,3.0,10.025890350388508,0.5,0.8457040035987404,0,34,1.0,12.404927602627597
71,20,RL,6.942124359831237,19.80344094012539,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,11.585005856057766,Unf,1.0,9.864879392672357,GasA,TA,Y,SBrkr,1.0,12.657080698464595,2,1,TA,4,Typ,0,No,Detchd,1987.0,Unf,2.0,10.459636543250584,TA,TA,Y,1.0,1.0,6,2007,WD,Normal,14.663001135317261,2.0,1.0,0.5,0.6686390532544378,24,1,0.0,11.771443882099637
72,60,RL,7.07328940298831,20.930004380126825,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.969939052451073,TA,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,12.614566638515486,GasA,Gd,Y,SBrkr,1.0,14.713142942198777,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2.0,10.876753739288326,TA,TA,Y,1.0,1.0,12,2009,WD,Normal,15.956301539230397,2.5,10.622423850419848,0.6737254901960784,0.0,0,11,1.0,12.128116509451258
73,20,RL,7.337529394588084,20.953155697901853,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,7.732788372480494,TA,TA,CBlock,TA,TA,No,ALQ,10.178050664421775,BLQ,10.473006456190069,10.740250837817678,GasA,Gd,Y,SBrkr,1.0,13.359144085883107,3,1,TA,6,Typ,0,No,Attchd,1989.0,Unf,2.0,11.221051196470764,TA,TA,Y,1.0,1.0,5,2010,WD,Normal,15.442335277481027,2.0,1.0,0.5,0.6279926335174953,49,7,0.0,11.88380602959621
74,50,RM,6.684506656824126,18.785749333937563,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,1.0,Gd,Gd,CBlock,Fa,TA,No,Unf,1.0,Unf,1.0,12.640795289083194,GasA,Gd,N,SBrkr,1.0,14.506337214814053,3,2,TA,8,Typ,0,No,Detchd,1915.0,Unf,1.0,10.584190771249812,TA,TA,Y,1.0,1.0,5,2010,WD,Normal,15.820403837181242,2.0,9.125546157091508,0.656441717791411,0.0,35,60,0.0,11.58432477200052
75,180,RM,4.932510294066555,14.489339305552614,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,1.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,11.072964688066048,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.091404736594225,2,1,TA,5,Typ,0,No,BuiltIn,1973.0,Unf,1.0,10.002329725380731,TA,TA,Y,1.0,1.0,11,2009,WD,Normal,14.201548416989949,2.0,9.325406294637359,0.6813793103448276,1.0,0,36,1.0,11.418625774449596
76,20,RL,1.0,20.223651239388996,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,9.39538258223558,Unf,1.0,12.237719733475835,GasA,Ex,Y,FuseA,1.0,12.987363555250518,2,1,TA,4,Typ,0,No,Detchd,1956.0,Unf,1.0,9.88963985670167,TA,TA,Y,1.0,1.0,4,2008,WD,Normal,15.029646531091478,1.0,1.0,0.5,0.23949579831932774,0,52,1.0,11.818577604251555
77,50,RM,6.357203202420049,20.296378926175127,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,10.294080796212425,GLQ,6.0120772195485275,9.986510387427588,GasA,TA,Y,SBrkr,1.0,13.84502328410502,2,1,TA,6,Min1,0,No,Detchd,1948.0,Unf,1.0,9.511219710154148,TA,TA,Y,1.0,1.0,1,2008,WD,Normal,15.115012896462307,2.0,1.0,0.656617271333674,0.5610119047619048,53,7,0.0,11.751950239425476
78,90,RL,7.02174235239564,21.17413677793495,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,14.800980223814683,GasA,TA,N,SBrkr,1.0,14.800980223814683,4,2,TA,8,Typ,0,No,No,0,No,0.0,1.0,No,No,Y,1.0,1.0,4,2010,WD,Normal,17.042646528578004,2.0,1.0,0.5,0.0,0,42,1.0,11.824087219587643
79,50,RM,6.684506656824126,21.046172866969783,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,PConc,TA,TA,No,Unf,1.0,Unf,1.0,10.951171656935063,GasA,Gd,Y,SBrkr,1.0,13.71751399885737,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,2.0,10.951171656935063,TA,TA,Y,1.0,1.0,5,2009,WD,Normal,14.626751681500497,1.5,9.125546157091508,0.7365269461077845,0.0,71,28,0.0,11.608244735642321
80,60,RL,7.65495044352145,21.939445909970118,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.634887347225343,TA,Gd,CBlock,Gd,TA,No,Rec,10.996045490671595,Unf,1.0,10.996045490671595,GasA,TA,Y,SBrkr,1.0,15.39836258791878,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1.0,11.317500955076602,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,16.531563285684392,2.5,10.207511306740143,0.7050691244239631,0.5,0,41,1.0,12.173037959397275
81,120,RM,5.597156711708115,17.878680205167836,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,10.968079814210057,TA,Gd,PConc,Ex,Gd,No,GLQ,13.648319929344316,Unf,1.0,5.792129643835174,GasA,Ex,Y,SBrkr,1.0,13.961383438999036,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2.0,10.746321106905897,TA,TA,Y,1.0,1.0,3,2006,WD,Normal,15.986694808769705,3.0,9.092547689712573,0.5194250194250194,0.9708973322554567,0,8,1.0,11.941462360646149
82,20,RL,7.172972078519893,20.955503688630856,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,11.105326135535595,TA,TA,PConc,Gd,TA,No,GLQ,5.6477085871174175,Unf,1.0,14.362137469006337,GasA,Ex,Y,SBrkr,1.0,14.426308766626907,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,12.36122780975167,TA,TA,Y,1.0,1.0,10,2008,WD,Normal,16.626816219681388,2.0,9.539411368803783,0.5,0.02111324376199616,0,1,1.0,12.409017571151187
83,20,RL,7.221213632878419,20.410835177738594,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,6.859551208605442,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,13.303551331145187,GasA,Gd,Y,SBrkr,1.0,13.303551331145187,3,1,TA,6,Typ,0,No,Detchd,1974.0,Unf,2.0,11.067536496617619,TA,TA,Y,1.0,1.0,7,2007,COD,Normal,15.380626889331491,1.5,7.07328940298831,0.5,0.0,0,47,1.0,11.748005492256807
